id,obs,peakid,peakobs,peakno,country,place,dateorig,n,startyear,endyear,type,interval,calendar,sourcetype,values,lat,lon,population,complete,source
1,43,24,4,2,Syria,Aleppo,1762-01-25,66,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,44,24,5,2,Syria,Aleppo,1762-02-01,45,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,45,24,6,2,Syria,Aleppo,1762-02-08,64,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,46,24,7,2,Syria,Aleppo,1762-02-15,82,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,47,24,8,2,Syria,Aleppo,1762-02-22,108,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,48,24,9,2,Syria,Aleppo,1762-03-01,104,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,49,24,10,2,Syria,Aleppo,1762-03-08,112,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,50,24,11,2,Syria,Aleppo,1762-03-15,104,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,51,24,12,2,Syria,Aleppo,1762-03-22,164,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,52,24,13,2,Syria,Aleppo,1762-03-29,173,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,53,24,14,2,Syria,Aleppo,1762-04-05,165,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,54,24,15,2,Syria,Aleppo,1762-04-12,240,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,55,24,16,2,Syria,Aleppo,1762-04-19,205,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,56,24,17,2,Syria,Aleppo,1762-04-26,257,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,57,24,18,2,Syria,Aleppo,1762-05-03,303,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,58,24,19,2,Syria,Aleppo,1762-05-10,254,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,59,24,20,2,Syria,Aleppo,1762-05-17,296,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,60,24,21,2,Syria,Aleppo,1762-05-24,579,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,61,24,22,2,Syria,Aleppo,1762-05-31,710,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,62,24,23,2,Syria,Aleppo,1762-06-07,874,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,63,24,24,2,Syria,Aleppo,1762-06-14,1205,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,64,24,25,2,Syria,Aleppo,1762-06-21,1273,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,65,24,26,2,Syria,Aleppo,1762-06-28,1472,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,66,24,27,2,Syria,Aleppo,1762-07-05,998,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,67,24,28,2,Syria,Aleppo,1762-07-12,506,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,68,24,29,2,Syria,Aleppo,1762-07-19,379,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,69,24,30,2,Syria,Aleppo,1762-07-26,232,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,70,24,31,2,Syria,Aleppo,1762-08-02,136,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,71,24,32,2,Syria,Aleppo,1762-08-09,112,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,72,24,33,2,Syria,Aleppo,1762-08-16,71,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,73,24,34,2,Syria,Aleppo,1762-08-23,68,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,74,24,35,2,Syria,Aleppo,1762-08-30,66,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,75,24,36,2,Syria,Aleppo,1762-09-06,42,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,76,24,37,2,Syria,Aleppo,1762-09-13,48,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
1,77,24,38,2,Syria,Aleppo,1762-09-20,68,1761,1762,all-cause mortality,weekly,julian,table,counts,36.20124000000004,37.16117000000003,235000,,Russell 1791
2,1,48,1,1,Egypt,Alexandria,1834-12-01,6,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,2,48,2,1,Egypt,Alexandria,1834-12-02,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,3,48,3,1,Egypt,Alexandria,1834-12-03,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,4,48,4,1,Egypt,Alexandria,1834-12-04,1,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,5,48,5,1,Egypt,Alexandria,1834-12-05,6,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,6,48,6,1,Egypt,Alexandria,1834-12-06,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,7,48,7,1,Egypt,Alexandria,1834-12-07,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,8,48,8,1,Egypt,Alexandria,1834-12-08,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,9,48,9,1,Egypt,Alexandria,1834-12-09,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,10,48,10,1,Egypt,Alexandria,1834-12-10,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,11,48,11,1,Egypt,Alexandria,1834-12-11,1,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,12,48,12,1,Egypt,Alexandria,1834-12-12,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,13,48,13,1,Egypt,Alexandria,1834-12-13,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,14,48,14,1,Egypt,Alexandria,1834-12-14,1,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,15,48,15,1,Egypt,Alexandria,1834-12-15,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,16,48,16,1,Egypt,Alexandria,1834-12-16,11,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,17,48,17,1,Egypt,Alexandria,1834-12-17,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,18,48,18,1,Egypt,Alexandria,1834-12-18,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,19,48,19,1,Egypt,Alexandria,1834-12-19,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,20,48,20,1,Egypt,Alexandria,1834-12-20,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,21,48,21,1,Egypt,Alexandria,1834-12-21,6,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,22,48,22,1,Egypt,Alexandria,1834-12-22,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,23,48,23,1,Egypt,Alexandria,1834-12-23,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,24,48,24,1,Egypt,Alexandria,1834-12-24,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,25,48,25,1,Egypt,Alexandria,1834-12-25,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,26,48,26,1,Egypt,Alexandria,1834-12-26,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,27,48,27,1,Egypt,Alexandria,1834-12-27,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,28,48,28,1,Egypt,Alexandria,1834-12-28,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,29,48,29,1,Egypt,Alexandria,1834-12-29,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,30,48,30,1,Egypt,Alexandria,1834-12-30,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,31,48,31,1,Egypt,Alexandria,1834-12-31,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,32,48,32,1,Egypt,Alexandria,1835-01-01,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,33,48,33,1,Egypt,Alexandria,1835-01-02,1,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,34,48,34,1,Egypt,Alexandria,1835-01-03,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,35,48,35,1,Egypt,Alexandria,1835-01-04,1,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,36,48,36,1,Egypt,Alexandria,1835-01-05,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,37,48,37,1,Egypt,Alexandria,1835-01-06,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,38,48,38,1,Egypt,Alexandria,1835-01-07,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,39,48,39,1,Egypt,Alexandria,1835-01-08,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,40,48,40,1,Egypt,Alexandria,1835-01-09,9,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,41,48,41,1,Egypt,Alexandria,1835-01-10,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,42,48,42,1,Egypt,Alexandria,1835-01-11,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,43,48,43,1,Egypt,Alexandria,1835-01-12,4,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,44,48,44,1,Egypt,Alexandria,1835-01-13,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,45,48,45,1,Egypt,Alexandria,1835-01-14,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,46,48,46,1,Egypt,Alexandria,1835-01-15,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,47,48,47,1,Egypt,Alexandria,1835-01-16,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,48,48,48,1,Egypt,Alexandria,1835-01-17,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,49,48,49,1,Egypt,Alexandria,1835-01-18,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,50,48,50,1,Egypt,Alexandria,1835-01-19,6,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,51,48,51,1,Egypt,Alexandria,1835-01-20,7,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,52,48,52,1,Egypt,Alexandria,1835-01-21,3,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,53,48,53,1,Egypt,Alexandria,1835-01-22,7,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,54,48,54,1,Egypt,Alexandria,1835-01-23,7,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,55,48,55,1,Egypt,Alexandria,1835-01-24,7,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,56,48,56,1,Egypt,Alexandria,1835-01-25,9,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,57,48,57,1,Egypt,Alexandria,1835-01-26,7,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,58,48,58,1,Egypt,Alexandria,1835-01-27,9,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,59,48,59,1,Egypt,Alexandria,1835-01-28,5,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,60,48,60,1,Egypt,Alexandria,1835-01-29,2,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,61,48,61,1,Egypt,Alexandria,1835-01-30,8,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,62,48,62,1,Egypt,Alexandria,1835-01-31,9,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,63,48,63,1,Egypt,Alexandria,1835-02-01,9,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,64,48,64,1,Egypt,Alexandria,1835-02-02,17,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,65,48,65,1,Egypt,Alexandria,1835-02-03,11,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,66,48,66,1,Egypt,Alexandria,1835-02-04,12,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,67,48,67,1,Egypt,Alexandria,1835-02-05,19,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,68,48,68,1,Egypt,Alexandria,1835-02-06,17,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,69,48,69,1,Egypt,Alexandria,1835-02-07,18,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,70,48,70,1,Egypt,Alexandria,1835-02-08,12,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,71,48,71,1,Egypt,Alexandria,1835-02-09,15,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,72,48,72,1,Egypt,Alexandria,1835-02-10,22,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,73,48,73,1,Egypt,Alexandria,1835-02-11,36,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,74,48,74,1,Egypt,Alexandria,1835-02-12,31,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,75,48,75,1,Egypt,Alexandria,1835-02-13,25,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,76,48,76,1,Egypt,Alexandria,1835-02-14,23,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,77,48,77,1,Egypt,Alexandria,1835-02-15,43,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,78,48,78,1,Egypt,Alexandria,1835-02-16,27,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,79,48,79,1,Egypt,Alexandria,1835-02-17,27,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,80,48,80,1,Egypt,Alexandria,1835-02-18,24,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,81,48,81,1,Egypt,Alexandria,1835-02-19,31,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,82,48,82,1,Egypt,Alexandria,1835-02-20,28,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,83,48,83,1,Egypt,Alexandria,1835-02-21,35,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,84,48,84,1,Egypt,Alexandria,1835-02-22,26,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,85,48,85,1,Egypt,Alexandria,1835-02-23,39,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,86,48,86,1,Egypt,Alexandria,1835-02-24,40,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
2,87,48,87,1,Egypt,Alexandria,1835-02-25,66,1834,1835,plague mortality,daily,gregorian,table,counts,31.210500000000025,29.91253,60000,yes,Aubert-Roche 1843
